O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
39-4031.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	4.20	22	0.3223	3.5263	4.8668	N	08/2024	Incumbent
39-4031.00	3.A.1	Related Work Experience	RW	1	56.04	22	15.8747	25.0241	82.9605	N	08/2024	Incumbent
39-4031.00	3.A.1	Related Work Experience	RW	2	12.96	22	11.8536	1.6450	56.9803	N	08/2024	Incumbent
39-4031.00	3.A.1	Related Work Experience	RW	3	0.00	22	0.0000	n/a	n/a	N	08/2024	Incumbent
39-4031.00	3.A.1	Related Work Experience	RW	4	5.99	22	4.1190	1.3734	22.5794	N	08/2024	Incumbent
39-4031.00	3.A.1	Related Work Experience	RW	5	6.81	22	4.2167	1.7997	22.5420	N	08/2024	Incumbent
39-4031.00	3.A.1	Related Work Experience	RW	6	17.96	22	12.7286	3.5029	56.8930	N	08/2024	Incumbent
39-4031.00	3.A.1	Related Work Experience	RW	7	0.25	22	0.2663	0.0274	2.2498	N	08/2024	Incumbent
39-4031.00	3.A.1	Related Work Experience	RW	8	0.00	22	0.0000	n/a	n/a	N	08/2024	Incumbent
39-4031.00	3.A.1	Related Work Experience	RW	9	0.00	22	0.0000	n/a	n/a	N	08/2024	Incumbent
39-4031.00	3.A.1	Related Work Experience	RW	10	0.00	22	0.0000	n/a	n/a	N	08/2024	Incumbent
39-4031.00	3.A.1	Related Work Experience	RW	11	0.00	22	0.0000	n/a	n/a	N	08/2024	Incumbent
39-4031.00	3.A.2	On-Site or In-Plant Training	PT	1	12.96	22	11.8536	1.6450	56.9803	N	08/2024	Incumbent
39-4031.00	3.A.2	On-Site or In-Plant Training	PT	2	5.22	22	3.3344	1.3391	18.2782	N	08/2024	Incumbent
39-4031.00	3.A.2	On-Site or In-Plant Training	PT	3	13.21	22	12.3474	1.5936	58.8404	N	08/2024	Incumbent
39-4031.00	3.A.2	On-Site or In-Plant Training	PT	4	4.22	22	3.4476	0.7408	20.6200	N	08/2024	Incumbent
39-4031.00	3.A.2	On-Site or In-Plant Training	PT	5	33.74	22	15.7922	10.4879	68.8699	N	08/2024	Incumbent
39-4031.00	3.A.2	On-Site or In-Plant Training	PT	6	27.12	22	15.8220	6.5774	66.2884	N	08/2024	Incumbent
39-4031.00	3.A.2	On-Site or In-Plant Training	PT	7	3.54	22	3.2613	0.5030	21.0826	N	08/2024	Incumbent
39-4031.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	22	0.0000	n/a	n/a	N	08/2024	Incumbent
39-4031.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	22	0.0000	n/a	n/a	N	08/2024	Incumbent
39-4031.00	3.A.3	On-the-Job Training	OJ	1	0.00	22	0.0000	n/a	n/a	N	08/2024	Incumbent
39-4031.00	3.A.3	On-the-Job Training	OJ	2	0.00	22	0.0000	n/a	n/a	N	08/2024	Incumbent
39-4031.00	3.A.3	On-the-Job Training	OJ	3	18.18	22	12.0374	3.9640	54.4563	N	08/2024	Incumbent
39-4031.00	3.A.3	On-the-Job Training	OJ	4	16.92	22	12.4086	3.1471	56.0796	N	08/2024	Incumbent
39-4031.00	3.A.3	On-the-Job Training	OJ	5	22.06	22	13.4124	5.2926	58.9065	N	08/2024	Incumbent
39-4031.00	3.A.3	On-the-Job Training	OJ	6	26.34	22	15.8186	6.1581	66.0865	N	08/2024	Incumbent
39-4031.00	3.A.3	On-the-Job Training	OJ	7	16.50	22	12.6797	2.8323	57.2589	N	08/2024	Incumbent
39-4031.00	3.A.3	On-the-Job Training	OJ	8	0.00	22	0.0000	n/a	n/a	N	08/2024	Incumbent
39-4031.00	3.A.3	On-the-Job Training	OJ	9	0.00	22	0.0000	n/a	n/a	N	08/2024	Incumbent
39-4031.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	4.19	22	0.4800	3.1962	5.0000	N	08/2024	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	1	20.94	22	13.3565	4.7145	58.6437	N	08/2018	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	2	24.55	22	12.2130	7.6300	56.1796	N	08/2018	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	3	28.70	22	14.8753	8.1555	64.6070	N	08/2018	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	4	11.74	22	11.2710	1.3659	56.0916	N	08/2018	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	5	11.13	22	9.6843	1.6087	48.9639	N	08/2018	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	6	1.68	22	1.6947	0.2030	12.5909	N	08/2018	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	7	0.00	22	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	8	1.25	22	1.2681	0.1493	9.6809	N	08/2018	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	9	0.00	22	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	10	0.00	22	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	11	0.00	22	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	2.D.1	Required Level of Education	RL	12	0.00	22	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	3.A.1	Related Work Experience	RW	1	49.08	21	18.7409	16.7853	82.1649	Y	08/2018	Incumbent
39-5011.00	3.A.1	Related Work Experience	RW	2	12.49	21	11.4909	1.5668	56.1268	N	08/2018	Incumbent
39-5011.00	3.A.1	Related Work Experience	RW	3	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	3.A.1	Related Work Experience	RW	4	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	3.A.1	Related Work Experience	RW	5	12.95	21	7.5413	3.5538	37.5208	N	08/2018	Incumbent
39-5011.00	3.A.1	Related Work Experience	RW	6	2.94	21	1.8589	0.7708	10.5474	N	08/2018	Incumbent
39-5011.00	3.A.1	Related Work Experience	RW	7	11.27	21	9.7904	1.6216	49.4684	N	08/2018	Incumbent
39-5011.00	3.A.1	Related Work Experience	RW	8	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	3.A.1	Related Work Experience	RW	9	11.27	21	9.7904	1.6216	49.4684	N	08/2018	Incumbent
39-5011.00	3.A.1	Related Work Experience	RW	10	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	3.A.1	Related Work Experience	RW	11	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	3.A.2	On-Site or In-Plant Training	PT	1	51.95	21	18.5446	18.6710	83.5877	Y	08/2018	Incumbent
39-5011.00	3.A.2	On-Site or In-Plant Training	PT	2	3.07	21	1.7853	0.8958	9.9692	N	08/2018	Incumbent
39-5011.00	3.A.2	On-Site or In-Plant Training	PT	3	11.27	21	11.3693	1.1719	57.6417	N	08/2018	Incumbent
39-5011.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	3.A.2	On-Site or In-Plant Training	PT	5	1.70	21	1.7167	0.2040	12.8184	N	08/2018	Incumbent
39-5011.00	3.A.2	On-Site or In-Plant Training	PT	6	20.73	21	13.4564	4.5261	59.0705	N	08/2018	Incumbent
39-5011.00	3.A.2	On-Site or In-Plant Training	PT	7	11.27	21	11.3693	1.1719	57.6417	N	08/2018	Incumbent
39-5011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	3.A.3	On-the-Job Training	OJ	1	28.41	21	15.4861	7.5008	66.0183	N	08/2018	Incumbent
39-5011.00	3.A.3	On-the-Job Training	OJ	2	14.72	21	10.4306	2.9590	49.4138	N	08/2018	Incumbent
39-5011.00	3.A.3	On-the-Job Training	OJ	3	11.27	21	11.3693	1.1719	57.6417	N	08/2018	Incumbent
39-5011.00	3.A.3	On-the-Job Training	OJ	4	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5011.00	3.A.3	On-the-Job Training	OJ	5	7.51	21	6.8764	1.0192	39.0357	N	08/2018	Incumbent
39-5011.00	3.A.3	On-the-Job Training	OJ	6	15.54	21	11.7592	2.7627	54.3867	N	08/2018	Incumbent
39-5011.00	3.A.3	On-the-Job Training	OJ	7	11.27	21	9.7904	1.6216	49.4684	N	08/2018	Incumbent
39-5011.00	3.A.3	On-the-Job Training	OJ	8	11.27	21	9.7904	1.6216	49.4684	N	08/2018	Incumbent
39-5011.00	3.A.3	On-the-Job Training	OJ	9	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	1	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	2	20.93	22	12.8004	5.0335	56.9393	N	07/2016	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	3	78.97	22	12.8015	43.0474	94.9128	N	07/2016	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	4	0.10	22	0.1036	0.0106	0.8877	N	07/2016	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	5	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	6	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	7	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	8	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	9	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	10	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	11	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	2.D.1	Required Level of Education	RL	12	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	3.A.1	Related Work Experience	RW	1	25.73	22	11.1360	9.3473	53.7884	N	07/2016	Incumbent
39-5012.00	3.A.1	Related Work Experience	RW	2	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	3.A.1	Related Work Experience	RW	3	9.70	22	7.8605	1.6358	40.9774	N	07/2016	Incumbent
39-5012.00	3.A.1	Related Work Experience	RW	4	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	3.A.1	Related Work Experience	RW	5	25.28	22	10.3781	9.7442	51.4731	N	07/2016	Incumbent
39-5012.00	3.A.1	Related Work Experience	RW	6	38.39	22	13.2961	16.2200	66.7327	N	07/2016	Incumbent
39-5012.00	3.A.1	Related Work Experience	RW	7	0.89	22	0.8681	0.1162	6.4949	N	07/2016	Incumbent
39-5012.00	3.A.1	Related Work Experience	RW	8	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	3.A.1	Related Work Experience	RW	9	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	3.A.1	Related Work Experience	RW	10	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	3.A.1	Related Work Experience	RW	11	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	3.A.2	On-Site or In-Plant Training	PT	1	0.89	22	0.8850	0.1117	6.7405	N	07/2016	Incumbent
39-5012.00	3.A.2	On-Site or In-Plant Training	PT	2	41.81	22	17.4894	13.8793	76.2148	N	07/2016	Incumbent
39-5012.00	3.A.2	On-Site or In-Plant Training	PT	3	26.35	22	14.9560	6.7226	63.9888	N	07/2016	Incumbent
39-5012.00	3.A.2	On-Site or In-Plant Training	PT	4	0.10	22	0.1046	0.0103	0.9068	N	07/2016	Incumbent
39-5012.00	3.A.2	On-Site or In-Plant Training	PT	5	9.02	22	9.4221	0.9025	51.9095	N	07/2016	Incumbent
39-5012.00	3.A.2	On-Site or In-Plant Training	PT	6	12.66	22	11.2834	1.7076	54.7514	N	07/2016	Incumbent
39-5012.00	3.A.2	On-Site or In-Plant Training	PT	7	9.16	22	8.9143	1.0750	48.3412	N	07/2016	Incumbent
39-5012.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	3.A.3	On-the-Job Training	OJ	1	14.33	22	12.4284	1.9979	57.8611	N	07/2016	Incumbent
39-5012.00	3.A.3	On-the-Job Training	OJ	2	29.07	22	17.3655	6.6386	70.2541	N	07/2016	Incumbent
39-5012.00	3.A.3	On-the-Job Training	OJ	3	9.01	22	7.8282	1.3394	41.9126	N	07/2016	Incumbent
39-5012.00	3.A.3	On-the-Job Training	OJ	4	9.12	22	9.4343	0.9312	51.7082	N	07/2016	Incumbent
39-5012.00	3.A.3	On-the-Job Training	OJ	5	16.65	22	8.3579	5.4024	41.1404	N	07/2016	Incumbent
39-5012.00	3.A.3	On-the-Job Training	OJ	6	12.66	22	11.3045	1.7009	54.8500	N	07/2016	Incumbent
39-5012.00	3.A.3	On-the-Job Training	OJ	7	9.16	22	8.9143	1.0750	48.3412	N	07/2016	Incumbent
39-5012.00	3.A.3	On-the-Job Training	OJ	8	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5012.00	3.A.3	On-the-Job Training	OJ	9	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
39-5091.00	2.D.1	Required Level of Education	RL	1	9.52	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.1	Required Level of Education	RL	2	33.33	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.1	Required Level of Education	RL	3	28.57	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.1	Required Level of Education	RL	4	9.52	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.1	Required Level of Education	RL	5	4.76	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.1	Required Level of Education	RL	6	9.52	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.1	Required Level of Education	RL	7	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.1	Required Level of Education	RL	8	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.1	Required Level of Education	RL	10	4.76	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.1	Required Level of Education	RL	11	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.1	Required Level of Education	RL	12	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.67	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.1	Related Work Experience	RW	1	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.1	Related Work Experience	RW	2	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.1	Related Work Experience	RW	3	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.1	Related Work Experience	RW	4	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.1	Related Work Experience	RW	5	30.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.1	Related Work Experience	RW	6	30.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.1	Related Work Experience	RW	7	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.1	Related Work Experience	RW	8	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.1	Related Work Experience	RW	9	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.1	Related Work Experience	RW	10	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.1	Related Work Experience	RW	11	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.2	On-Site or In-Plant Training	PT	1	42.86	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.2	On-Site or In-Plant Training	PT	2	9.52	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.2	On-Site or In-Plant Training	PT	3	4.76	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.2	On-Site or In-Plant Training	PT	4	9.52	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.2	On-Site or In-Plant Training	PT	5	9.52	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.2	On-Site or In-Plant Training	PT	6	9.52	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.2	On-Site or In-Plant Training	PT	7	9.52	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.2	On-Site or In-Plant Training	PT	8	4.76	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.3	On-the-Job Training	OJ	1	28.57	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.3	On-the-Job Training	OJ	2	23.81	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.3	On-the-Job Training	OJ	3	14.29	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.3	On-the-Job Training	OJ	4	4.76	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.3	On-the-Job Training	OJ	5	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.3	On-the-Job Training	OJ	6	14.29	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.3	On-the-Job Training	OJ	7	14.29	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.3	On-the-Job Training	OJ	8	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.3	On-the-Job Training	OJ	9	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5091.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.62	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-5092.00	2.D.1	Required Level of Education	RL	1	35.80	19	21.8500	7.0353	80.4280	Y	07/2015	Incumbent
39-5092.00	2.D.1	Required Level of Education	RL	2	49.16	19	25.7475	9.9937	89.3858	Y	07/2015	Incumbent
39-5092.00	2.D.1	Required Level of Education	RL	3	14.77	19	9.9075	3.2093	47.5208	N	07/2015	Incumbent
39-5092.00	2.D.1	Required Level of Education	RL	4	0.27	19	0.2906	0.0279	2.5518	N	07/2015	Incumbent
39-5092.00	2.D.1	Required Level of Education	RL	5	0.00	19	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	2.D.1	Required Level of Education	RL	6	0.00	19	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	2.D.1	Required Level of Education	RL	7	0.00	19	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	2.D.1	Required Level of Education	RL	8	0.00	19	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	2.D.1	Required Level of Education	RL	9	0.00	19	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	2.D.1	Required Level of Education	RL	10	0.00	19	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	2.D.1	Required Level of Education	RL	11	0.00	19	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	2.D.1	Required Level of Education	RL	12	0.00	19	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	3.A.1	Related Work Experience	RW	1	33.90	20	19.6731	7.5497	76.3121	Y	07/2015	Incumbent
39-5092.00	3.A.1	Related Work Experience	RW	2	0.00	20	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	3.A.1	Related Work Experience	RW	3	27.43	20	18.4807	5.1358	72.5169	Y	07/2015	Incumbent
39-5092.00	3.A.1	Related Work Experience	RW	4	18.84	20	8.6814	6.6074	43.2397	N	07/2015	Incumbent
39-5092.00	3.A.1	Related Work Experience	RW	5	3.43	20	3.3573	0.4222	22.8827	N	07/2015	Incumbent
39-5092.00	3.A.1	Related Work Experience	RW	6	16.13	20	14.8402	1.9006	65.6390	Y	07/2015	Incumbent
39-5092.00	3.A.1	Related Work Experience	RW	7	0.27	20	0.2884	0.0280	2.5086	N	07/2015	Incumbent
39-5092.00	3.A.1	Related Work Experience	RW	8	0.00	20	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	3.A.1	Related Work Experience	RW	9	0.00	20	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	3.A.1	Related Work Experience	RW	10	0.00	20	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	3.A.1	Related Work Experience	RW	11	0.00	20	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	3.A.2	On-Site or In-Plant Training	PT	1	19.30	20	15.6569	2.8335	66.2268	N	07/2015	Incumbent
39-5092.00	3.A.2	On-Site or In-Plant Training	PT	2	30.82	20	11.7605	12.3110	58.5604	N	07/2015	Incumbent
39-5092.00	3.A.2	On-Site or In-Plant Training	PT	3	27.96	20	18.3064	5.4769	72.2288	Y	07/2015	Incumbent
39-5092.00	3.A.2	On-Site or In-Plant Training	PT	4	4.71	20	4.6844	0.5533	30.5164	N	07/2015	Incumbent
39-5092.00	3.A.2	On-Site or In-Plant Training	PT	5	16.01	20	10.0386	3.8426	47.6278	N	07/2015	Incumbent
39-5092.00	3.A.2	On-Site or In-Plant Training	PT	6	1.20	20	1.2818	0.1262	10.4526	N	07/2015	Incumbent
39-5092.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	20	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	20	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	20	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	3.A.3	On-the-Job Training	OJ	1	18.99	20	15.5964	2.7300	66.1809	N	07/2015	Incumbent
39-5092.00	3.A.3	On-the-Job Training	OJ	2	31.13	20	17.5670	7.5215	71.5228	N	07/2015	Incumbent
39-5092.00	3.A.3	On-the-Job Training	OJ	3	19.26	20	8.5342	7.0342	42.9358	N	07/2015	Incumbent
39-5092.00	3.A.3	On-the-Job Training	OJ	4	5.39	20	4.8204	0.7837	29.1633	N	07/2015	Incumbent
39-5092.00	3.A.3	On-the-Job Training	OJ	5	11.51	20	9.0464	1.9880	45.4926	N	07/2015	Incumbent
39-5092.00	3.A.3	On-the-Job Training	OJ	6	0.00	20	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	3.A.3	On-the-Job Training	OJ	7	13.71	20	14.4636	1.2159	67.2387	Y	07/2015	Incumbent
39-5092.00	3.A.3	On-the-Job Training	OJ	8	0.00	20	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5092.00	3.A.3	On-the-Job Training	OJ	9	0.00	20	0.0000	n/a	n/a	N	07/2015	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	1	13.05	17	11.7989	1.6290	57.6341	N	06/2008	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	2	18.35	17	10.9724	4.5422	51.4914	N	06/2008	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	3	67.55	17	17.2640	28.1606	91.7022	N	06/2008	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	4	1.05	17	0.8786	0.1775	5.9812	N	06/2008	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	5	0.00	17	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	6	0.00	17	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	7	0.00	17	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	8	0.00	17	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	9	0.00	17	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	10	0.00	17	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	11	0.00	17	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	2.D.1	Required Level of Education	RL	12	0.00	17	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	3.A.1	Related Work Experience	RW	1	27.88	18	15.9832	6.7368	67.4066	N	06/2008	Incumbent
39-5093.00	3.A.1	Related Work Experience	RW	2	0.00	18	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	3.A.1	Related Work Experience	RW	3	10.84	18	10.7937	1.1394	56.1920	N	06/2008	Incumbent
39-5093.00	3.A.1	Related Work Experience	RW	4	0.00	18	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	3.A.1	Related Work Experience	RW	5	54.68	18	19.5144	18.6388	86.4033	Y	06/2008	Incumbent
39-5093.00	3.A.1	Related Work Experience	RW	6	3.30	18	3.1121	0.4321	21.1040	N	06/2008	Incumbent
39-5093.00	3.A.1	Related Work Experience	RW	7	3.31	18	3.6679	0.3033	27.7776	N	06/2008	Incumbent
39-5093.00	3.A.1	Related Work Experience	RW	8	0.00	18	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	3.A.1	Related Work Experience	RW	9	0.00	18	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	3.A.1	Related Work Experience	RW	10	0.00	18	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	3.A.1	Related Work Experience	RW	11	0.00	18	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	3.A.2	On-Site or In-Plant Training	PT	1	15.09	18	7.8769	4.6340	39.4004	N	06/2008	Incumbent
39-5093.00	3.A.2	On-Site or In-Plant Training	PT	2	14.96	18	11.6581	2.4827	54.8739	N	06/2008	Incumbent
39-5093.00	3.A.2	On-Site or In-Plant Training	PT	3	28.47	18	21.9318	3.9396	79.4279	Y	06/2008	Incumbent
39-5093.00	3.A.2	On-Site or In-Plant Training	PT	4	0.61	18	0.6576	0.0632	5.6725	N	06/2008	Incumbent
39-5093.00	3.A.2	On-Site or In-Plant Training	PT	5	29.22	18	19.6886	5.2479	75.4681	Y	06/2008	Incumbent
39-5093.00	3.A.2	On-Site or In-Plant Training	PT	6	0.81	18	0.6408	0.1512	4.2109	N	06/2008	Incumbent
39-5093.00	3.A.2	On-Site or In-Plant Training	PT	7	10.84	18	10.7937	1.1394	56.1920	N	06/2008	Incumbent
